City,Address,Area(In Sq.Feet),Price(Float),Bedroom,Bathroom,Road,Face,Parking,Floors
 Bhaktapur, Balkot,1754.03125,39500000.0,4,3,28.0,South,2,3.0
 Kathmandu, Shantinagar,2652.4375,43500000.0,7,3,13.0,West,1,3.0
 Kathmandu, Budhanilkantha,7187.25,160000000.0,6,6,20.0,East,5,3.0
 Kathmandu, Samakhusi,4449.25,85000000.0,5,6,20.0,East,4,3.0
 Kathmandu, Golfutar,2053.5,45000000.0,6,6,15.0,East,2,3.0
 Kathmandu, Samakhusi,3764.75,61000000.0,12,8,13.0,East,4,4.0
 Kathmandu, Chabahil,1796.8125,49500000.0,5,5,14.0,East,2,3.0
 Kathmandu, Baniyatar,1454.5625,24000000.0,6,6,15.0,North East,1,3.0
 Kathmandu, Basundhara,3422.5,60000000.0,7,7,15.0,South,4,3.0
 Kathmandu, Basundhara,2738.0,45000000.0,6,6,20.0,South West,4,3.0
 Kathmandu, Basundhara,1112.3125,22500000.0,5,5,14.0,East,1,3.0
 Kathmandu, Budhanilkantha,5818.25,62000000.0,5,6,14.0,South West,4,3.0
 Kathmandu, Dhapasi,4107.0,69000000.0,7,7,20.0,South East,4,3.0
 Kathmandu, Golfutar,2053.5,45000000.0,6,7,15.0,East,2,3.0
 Kathmandu, Sukedhara,2053.5,42000000.0,8,7,20.0,South East,4,4.0
 Lalitpur, Imadol,1197.875,13000000.0,2,1,10.0,North East,1,1.35
 Lalitpur, Imadol,1090.921875,12700000.0,2,1,10.0,North,1,1.5
 Lalitpur, Imadol,855.625,11000000.0,2,1,16.0,West,1,1.5
 Kathmandu, Budhanilkantha,1197.875,19000000.0,8,4,10.0,North,1,3.0
 Lalitpur, Tikathali,1411.78125,15000000.0,2,1,16.0,North East,1,1.5
 Lalitpur, Tikathali,1026.75,11000000.0,2,1,13.0,East,1,1.5
 Kathmandu, Bhangal,1369.0,23000000.0,5,5,13.0,West,1,3.0
 Kathmandu, Baluwatar,2139.0625,60000000.0,5,6,13.0,East,4,4.0
 Lalitpur, Nakhipot,1112.3125,22200000.0,4,5,0.0,South West,1,
 Kathmandu, Samakhusi,2395.75,55000000.0,5,6,14.0,South,2,3.0
 Kathmandu, Basundhara,7443.9375,25500000.0,7,6,14.0,South West,1,4.0
 Lalitpur, Imadol,1796.8125,12000000.0,4,1,4.0,North East,0,1.5
 Lalitpur, Chakupat,342.25,8700000.0,0,2,1.0,South,0,3.0
 Lalitpur, Tikathali,1026.75,130000.0,2,1,15.0,East,1,1.0
 Lalitpur, Imadol,7443.9375,23500000.0,4,4,13.0,West,1,3.0
 Kathmandu, Sano Bharyang,1026.75,235000000.0,5,5,13.0,East,1,3.0
 Kathmandu, Mandikatar,1369.0,27600000.0,7,6,13.0,East,1,3.0
 Kathmandu, Dhungedhara,1026.75,24000000.0,5,5,14.0,East,1,3.0
 Kathmandu, Budhanilkantha,7529.5,70000000.0,6,7,15.0,East,10,3.0
 Kathmandu, Budhanilkantha,7187.25,160000000.0,10,10,20.0,East,5,4.0
 Kathmandu, Baluwatar,2053.5,42500000.0,6,6,15.0,South East,0,3.0
 Kathmandu, Budhanilkantha,1112.3125,18000000.0,5,5,13.0,North,1,3.0
 Kathmandu, Chabahil,1796.8125,500000000.0,5,5,15.0,East,2,3.0
 Kathmandu, Budhanilkantha,6845.0,145000000.0,5,6,18.0,East,4,3.0
 Kathmandu, Bhangal,1369.0,27500000.0,6,6,14.0,East,2,3.0
 Kathmandu, Shantinagar,1711.25,33000000.0,5,3,15.0,West,1,2.5
 Lalitpur, Satdobato,7358.375,79550000.0,5,4,8.0,South,9,3.0
 Lalitpur, Imadol,1369.0,21000000.0,4,5,20.0,South West,1,2.5
 Lalitpur, Bhaisepati,1647.078125,28500000.0,5,4,13.0,South East,1,3.0
 Kathmandu, Chapali,3165.8125,42000000.0,7,6,13.0,East,3,3.0
 Lalitpur, Imadol,1112.3125,19000000.0,4,3,0.0,West,2,3.0
 Lalitpur, Gwarko,1048.140625,21000000.0,3,2,13.0,South,1,2.5
 Kathmandu, Basundhara,4791.5,85000000.0,7,8,14.0,East,4,3.0
 Kathmandu, Gothatar,1026.75,18500000.0,3,3,14.0,East,1,2.5
 Kathmandu, Kapan,1454.5625,17000000.0,8,3,10.0,North,2,10.0
 Kathmandu, Kapan,1026.75,17000000.0,4,5,16.0,West,1,3.0
 Kathmandu, Mandikatar,1369.0,32500000.0,8,6,20.0,South East,1,3.0
 Kathmandu, Budhanilkantha,1369.0,29800000.0,5,5,15.0,East,2,3.0
 Kathmandu, Budhanilkantha,1711.25,29900000.0,7,6,20.0,South West,2,3.0
 Kathmandu, Hattigauda,2139.0625,33500000.0,5,5,14.0,North West,1,3.0
 Kathmandu, Basundhara,1967.9375,49000000.0,6,6,14.0,South,2,3.0
 Kathmandu, Tokha,1026.75,21000000.0,6,6,13.0,East,1,3.0
 Kathmandu, Golfutar,6502.75,100000000.0,6,6,13.0,East,5,3.0
 Kathmandu, Hattigauda,2053.5,45000000.0,5,5,13.0,North,1,3.0
 Kathmandu, Tokha,1369.0,33500000.0,6,6,14.0,South East,1,3.0
 Kathmandu, Hattigauda,1369.0,28500000.0,5,5,15.0,North,1,3.0
 Kathmandu, Basundhara,3764.75,50000000.0,5,5,16.0,East,3,3.0
 Kathmandu, Naya Bazar,1711.25,35000000.0,5,5,20.0,East,2,3.0
 Kathmandu, Budhanilkantha,3165.8125,49000000.0,5,5,13.0,West,2,3.0
 Kathmandu, Thulo Bharyang,2395.75,39000000.0,5,5,15.0,East,3,3.0
 Kathmandu, Budhanilkantha,1711.25,44500000.0,5,5,16.0,South,1,3.0
 Kathmandu, Basundhara,1454.5625,29800000.0,5,5,16.0,East,1,3.0
 Kathmandu, Baneshwor,1369.0,38700000.0,6,5,15.0,East,3,3.0
 Kathmandu, Syuchatar,1625.6875,16500000.0,4,2,18.0,South,1,1.5
 Kathmandu, Thulo Bharyang,4962.625,155000000.0,9,6,20.0,North,31,5.5
 Kathmandu, Tinkune,8128.4375,32500000.0,4,3,11.0,East,4,2.0
 Lalitpur, Dhobighat,6845.0,90000000.0,4,2,16.0,South,3,2.5
 Lalitpur, Imadol,1112.3125,19000000.0,0,4,13.0,South East,1,3.0
 Kathmandu, Sitapaila,1369.0,21000000.0,6,5,14.0,East,1,2.5
 Lalitpur, Imadol,1112.3125,21500000.0,5,3,20.0,East,2,2.5
 Kathmandu, Kapan,1197.875,18200000.0,5,5,13.0,East,1,3.0
 Kathmandu, Kapan,1369.0,26000000.0,6,5,14.0,East,1,3.0
 Kathmandu, Swayambhu,2395.75,39000000.0,5,5,14.0,East,2,3.0
 Kathmandu, Hattigauda,2139.0625,33500000.0,5,5,13.0,North West,2,3.0
 Kathmandu, Basundhara,2395.75,39900000.0,5,6,14.0,East,2,3.0
 Kathmandu, Mandikatar,1369.0,32500000.0,8,7,20.0,South East,1,4.0
 Kathmandu, Budhanilkantha,1711.25,29000000.0,5,5,14.0,South,2,3.0
 Kathmandu, Budhanilkantha,2053.5,36000000.0,5,5,13.0,East,1,3.0
 Kathmandu, Golfutar,3080.25,47500000.0,4,5,15.0,East,3,3.0
 Lalitpur, Imadol,1540.125,22000000.0,7,4,13.0,South,2,3.5
 Lalitpur, Imadol,1197.875,20000000.0,6,3,13.0,North,2,2.5
 Kathmandu, Samakhusi,1454.5625,23000000.0,6,5,13.0,North West,1,3.0
 Kathmandu, Hattigauda,1369.0,24500000.0,6,5,22.0,North East,1,3.0
 Kathmandu, Bhangal,1369.0,23800000.0,6,6,18.0,East,1,3.0
 Kathmandu, Budhanilkantha,1796.8125,31000000.0,5,5,14.0,South West,1,3.0
 Kathmandu, Grande Villa,2481.3125,39000000.0,6,6,15.0,South,2,3.0
 Kathmandu, Tokha,1369.0,29000000.0,6,5,13.0,South,1,3.0
 Kathmandu, Grande Villa,1454.5625,25000000.0,6,5,13.0,South,1,3.0
 Kathmandu, Maharajgunj,3080.25,67500000.0,5,5,20.0,South East,3,3.0
 Kathmandu, Maharajgunj,2738.0,56000000.0,5,5,15.0,South,2,3.0
 Kathmandu, Samakhusi,7443.9375,37500000.0,6,6,13.0,East,1,3.0
 Kathmandu, Samakhusi,7786.1875,35000000.0,6,5,13.0,East,1,3.0
 Lalitpur, Imadol,1197.875,22000000.0,5,3,20.0,East,2,2.5
 Lalitpur, Lubhu,1197.875,17000000.0,5,3,20.0,South,2,2.5
 Lalitpur, Imadol,1069.53125,17500000.0,5,3,13.0,South East,1,2.5
 Kathmandu, Manamaiju,1112.3125,22000000.0,0,0,20.0,East,0,
 Kathmandu, Naikap,2053.5,22000000.0,11,3,11.0,South,1,2.5
 Lalitpur, Imadol,1454.5625,19000000.0,4,3,0.0,North,1,
 Kathmandu, Putalisadak,1219.265625,120000000.0,0,0,30.0,West,0,5.0
 Kathmandu, Pepsicola,2053.5,34000000.0,5,4,14.0,South,1,
 Lalitpur, Imadol,1069.53125,4757160.489861274,4,3,0.0,South,1,2.0
 Bhaktapur, Sipadol,1026.75,19000000.0,7,4,20.0,West,1,3.5
 Lalitpur, Imadol,1155.09375,17000000.0,4,3,13.0,South,1,2.5
 Kathmandu, Tokha,2930.515625,19000000.0,4,3,12.0,East,1,2.0
 Lalitpur, Imadol,1026.75,17000000.0,8,3,13.0,South,1,2.5
 Kathmandu, Tarakeshwar,1369.0,11500000.0,2,1,13.0,North East,1,1.0
 Lalitpur, Imadol,1454.5625,19700000.0,4,4,13.0,South,2,3.0
 Kathmandu, Mandikatar,18823.75,290000000.0,6,5,15.0,East,20,2.0
 Kathmandu, Baniyatar,1369.0,29000000.0,6,5,20.0,East,1,3.0
 Kathmandu, Hattigauda,3165.8125,45000000.0,6,6,13.0,East,3,3.0
 Kathmandu, Golfutar,2395.75,36000000.0,4,5,30.0,West,3,3.0
 Kathmandu, Hattigauda,2139.0625,35500000.0,5,5,13.0,North West,2,3.0
 Kathmandu, Lainchaur,1048.140625,18681250.0,0,0,16.0,North,0,3.0
 Kathmandu, Thulo Bharyang,7101.6875,23700000.0,3,4,13.0,South West,0,3.0
 Kathmandu, Budhanilkantha,2823.5625,40000000.0,5,5,20.0,East,3,3.0
 Kathmandu, Ason,684.48,17500000.0,5,3,26.0,West,0,7.0
 Lalitpur, Thaiba,1026.75,19000000.0,3,2,20.0,South,2,2.5
 Kathmandu, Gongabu,1197.875,26000000.0,4,3,13.0,North,0,2.5
 Kathmandu, Chapali,4107.0,68000000.0,5,5,15.0,East,4,3.0
 Kathmandu, Dhapasi,1454.5625,25500000.0,5,6,13.0,East,1,3.0
 Kathmandu, Dhapasi,2738.0,65000000.0,6,6,20.0,West,3,3.0
 Kathmandu, Bhangal,1454.5625,21500000.0,6,5,20.0,North East,1,3.0
 Kathmandu, Pasikot,7187.25,80000000.0,4,4,14.0,East,4,3.0
 Kathmandu, Bhangal,1112.3125,19900000.0,6,5,12.0,South West,1,3.0
 Kathmandu, Mandikatar,1026.75,18200000.0,6,0,13.0,West,5,3.0
 Kathmandu, Dhapasi,5818.25,72000000.0,5,5,15.0,South West,0,3.0
 Kathmandu, Budhanilkantha,4107.0,57500000.0,6,5,15.0,North West,6,3.0
 Kathmandu, Baluwatar,2053.5,60000000.0,5,5,13.0,North East,0,3.0
 Kathmandu, Dhapasi,4791.5,66000000.0,5,5,20.0,South East,4,3.0
 Kathmandu, Ekatabasti,1369.0,29900000.0,7,5,13.0,South West,1,3.0
 Kathmandu, Ekatabasti,1369.0,29900000.0,7,7,13.0,South East,1,3.0
 Kathmandu, Dhapasi,1711.25,33500000.0,4,4,20.0,North East,1,3.0
 Lalitpur, Hattiban,1625.6875,37500000.0,5,4,16.0,East,1,
 Kathmandu, Balkhu,1796.8125,23000000.0,3,2,20.0,East,3,3.0
 Kathmandu, Dhapasi,2738.0,65000000.0,5,5,20.0,South,3,
 Kathmandu, Swayambhu,1112.3125,20600000.0,5,3,13.0,North East,1,3.0
 Kathmandu, Kageshwari-Manohara,1369.0,26000000.0,5,3,26.0,West,1,3.0
 Kathmandu, Budhanilkantha,2395.75,45000000.0,4,5,15.0,South East,3,3.0
 Kathmandu, Budhanilkantha,24984.25,400000000.0,6,6,20.0,East,20,3.0
 Kathmandu, Guheshwori,1369.0,28500000.0,8,3,16.0,North East,1,3.0
 Kathmandu, Sanobharyang,1711.25,40000000.0,0,0,13.0,North,1,2.5
 Lalitpur, Imadol,1048.140625,19200000.0,4,5,20.0,East,1,3.0
 Kathmandu, Ekatabasti,2139.0625,36000000.0,5,5,13.0,East,2,3.0
 Kathmandu, Sitapaila,1369.0,20500000.0,4,4,15.0,South,1,
 Kathmandu, Sitapaila,1112.3125,18000000.0,4,4,13.0,North,1,3.0
 Kathmandu, Tokha,1369.0,23000000.0,6,5,13.0,East,1,3.0
 Kathmandu, Budhanilkantha,4449.25,72000000.0,5,5,15.0,East,4,3.0
 Kathmandu, Mandikatar,1112.3125,19900000.0,6,4,13.0,South East,1,3.0
 Kathmandu, Bhangal,1454.5625,21500000.0,5,5,13.0,South,1,3.0
 Kathmandu, Dhumbarahi,2738.0,62000000.0,7,7,13.0,East,3,3.0
 Kathmandu, Baneshwor,1369.0,34500000.0,6,3,0.0,North East,2,2.0
 Kathmandu, Basundhara,5476.0,70000000.0,4,4,14.0,West,4,2.0
 Kathmandu, Budhanilkantha,5133.75,65000000.0,5,5,14.0,South,4,3.0
 Kathmandu, Paknajol,2224.625,55000000.0,0,0,32.81,East,0,
 Kathmandu, Chabahil,3422.5,58000000.0,0,2,18.0,North,2,2.0
 Kathmandu, Dharmasthali,855.625,13500000.0,0,0,12.0,South East,1,
 Kathmandu, Bafal,1540.125,25500000.0,0,0,13.0,North,0,3.5
 Lalitpur, Harisiddhi,1967.9375,28000000.0,0,0,20.0,South,0,
 Kathmandu, Budhanilkantha,1711.25,22000000.0,10,0,15.0,North,0,3.0
 Kathmandu, Thankot,1197.875,11500000.0,0,0,13.0,East,0,
 Kathmandu, Balkhu,1796.8125,60000000.0,0,0,0.0,South,0,4.0
 Kathmandu, Banasthali,1711.25,37000000.0,7,6,16.0,South,1,4.0
 Bhaktapur, Lokanthali,2053.5,27000000.0,16,3,13.0,North,0,3.0
 Kathmandu, Ekatabasti,1796.8125,27500000.0,7,0,13.0,East,2,3.0
 Kathmandu, Golfutar,1026.75,18000000.0,6,4,13.0,East,2,3.0
 Kathmandu, Naya Bazar,1112.3125,32000000.0,8,4,0.0,North,1,
 Kathmandu, Pepsicola,1112.3125,13500000.0,4,3,13.0,South East,1,3.0
 Kathmandu, Battisputali,1133.703125,18000000.0,0,3,9.0,East,1,3.0
 Lalitpur, Sano Gaun,1026.75,14500000.0,0,0,13.0,West,0,
 Kathmandu, Budhanilkantha,3080.25,49500000.0,0,0,15.0,South,0,
 Lalitpur, Imadol,1369.0,16000000.0,16,4,10.0,East,1,4.0
 Kathmandu, Mandikatar,1711.25,27800000.0,6,3,13.0,East,2,3.0
 Kathmandu, Budhanilkantha,5133.75,65000000.0,5,5,13.0,South East,3,3.0
 Kathmandu, Golfutar,3422.5,56000000.0,6,6,20.0,East,3,3.0
 Kathmandu, Budhanilkantha,2823.5625,44500000.0,6,5,15.0,South East,3,3.0
 Kathmandu, Hattigauda,5818.25,85000000.0,5,5,13.0,East,3,
 Kathmandu, Balaju,2738.0,38000000.0,0,0,13.0,East,0,
 Kathmandu, Banasthali,1069.53125,19000000.0,8,0,10.0,South,0,3.0
 Kathmandu, Kadaghari,855.625,7500000.0,3,1,4.0,North,0,1.0
 Kathmandu, Mid Baneshwor,2395.75,50000000.0,7,4,10.0,South East,1,2.0
 Kathmandu, Balaju,1026.75,25000000.0,7,5,13.0,North,1,4.0
 Kathmandu, Syuchatar,1048.140625,16500000.0,0,0,14.0,South East,0,2.0
 Bhaktapur, Kausaltar,2566.875,30000000.0,5,4,15.0,East,0,3.0
 Kathmandu, Basbari,1711.25,28000000.0,2,4,13.0,South,3,3.0
 Kathmandu, Mid Baneshwor,1454.5625,35000000.0,0,0,13.0,North,0,
 Kathmandu, Thapagaun,1540.125,49000000.0,0,0,12.0,South,0,
 Kathmandu, Bhangal,1454.5625,21500000.0,5,5,13.0,East,1,3.0
 Kathmandu, Gothatar,1048.140625,16500000.0,8,0,13.0,North,0,
 Kathmandu, Bhangal,1454.5625,22000000.0,11,0,13.0,West,0,
 Bhaktapur, Changunarayan,1369.0,10500000.0,0,0,10.0,South,0,
 Kathmandu, Banasthali,1967.9375,39500000.0,5,6,20.0,North,5,3.0
 Kathmandu, Sitapaila,1026.75,22000000.0,3,4,14.0,East,1,3.0
 Kathmandu, Sukedhara,2053.5,47000000.0,18,6,13.0,South,6,
 Kathmandu, Boudha,1026.75,22500000.0,0,4,12.0,North,4,
 Kathmandu, Kapan,1711.25,22000000.0,6,5,14.0,East,1,3.0
 Lalitpur, Tikathali,1369.0,17000000.0,3,2,13.0,West,3,2.0
 Kathmandu, Budhanilkantha,1369.0,30000000.0,10,8,30.0,South,2,4.0
 Lalitpur, Thaiba,1390.390625,19000000.0,4,4,13.0,East,2,3.0
 Kathmandu, Kavresthali,1026.75,7000000.0,0,0,10.0,West,0,
 Lalitpur, Imadol,2004.75,18000000.0,0,4,0.0,South,0,4.0
 Kathmandu, Tarakeshwar,919.796875,12000000.0,1,1,10.0,North West,1,1.0
 Kathmandu, Jorpati,1369.0,20000000.0,0,0,15.0,South,0,
 Lalitpur, Tikathali,1026.75,17000000.0,8,3,13.0,South,0,
 Kathmandu, Tarkeshwor,1026.75,17000000.0,0,0,10.0,East,0,
 Kathmandu, Tarkeshwor,1112.3125,8500000.0,4,0,10.0,South,0,
 Lalitpur, Harisiddhi,1026.75,15500000.0,8,0,20.0,North,0,3.0
 Kathmandu, Samakhusi,1369.0,44000000.0,5,6,15.0,East,1,3.0
 Kathmandu, Budhanilkantha,6845.0,100000000.0,6,6,20.0,North West,10,3.0
 Kathmandu, Budhanilkantha,6160.5,96000000.0,5,7,20.0,South East,0,3.0
 Kathmandu, Swayambhu,2823.5625,41000000.0,17,10,15.0,East,2,
 Kathmandu, Bhangal,1796.8125,28500000.0,6,6,20.0,East,2,3.0
 Kathmandu, Samakhusi,1711.25,30000000.0,11,0,13.0,North,2,4.0
 Kathmandu, Maharajgunj,2481.3125,65000000.0,5,6,15.0,East,3,3.0
 Kathmandu, Basbari,6160.5,115000000.0,4,4,13.0,North East,4,3.0
 Kathmandu, Dhapasi,2224.625,35000000.0,6,4,32.0,West,8,3.0
 Bhaktapur, Duwakot,1026.75,7500000.0,0,0,13.0,South,0,
 Kathmandu, Naikap,941.1875,9500000.0,0,0,10.0,East,0,
 Kathmandu, Bhangal,1112.3125,20000000.0,0,0,13.0,South East,0,
 Lalitpur, Patan,962.578125,17600000.0,2,2,13.0,North,1,
 Kathmandu, Kapan,1197.875,18500000.0,0,0,13.0,North,0,
 Kathmandu, Thankot,1711.25,33000000.0,5,4,12.0,East,1,4.0
 Kathmandu, Samakhusi,1026.75,22500000.0,9,4,13.0,South,3,3.0
 Kathmandu, Samakhusi,1369.0,27500000.0,6,3,13.0,West,3,3.0
 Lalitpur, Imadol,1369.0,24900000.0,6,3,13.0,South East,1,3.0
 Kathmandu, Naikap,1197.875,18500000.0,8,0,12.0,West,0,
 Kathmandu, Kirtipur,2139.0625,33000000.0,12,0,12.0,North,0,
 Kathmandu, Balambu,1026.75,15500000.0,7,0,12.0,South,0,
 Bhaktapur, Madhyapur Thimi,898.40625,8500000.0,0,0,26.248,East,0,
 Kathmandu, Dhumbarahi,941.1875,19000000.0,0,0,10.0,East,0,
 Kathmandu, Basundhara,1882.375,29800000.0,0,0,15.0,West,0,
 Kathmandu, Budhanilkantha,2139.0625,26200000.0,13,0,13.0,West,0,
 Kathmandu, Tathali,1026.75,13800000.0,0,0,13.0,North,0,1.0
 Lalitpur, Nakkhu,1369.0,26500000.0,4,4,16.0,South West,1,3.0
 Kathmandu, Basundhara,2395.75,42000000.0,11,0,15.0,West,0,
 Kathmandu, Kapan,1112.3125,21500000.0,0,0,16.0,North East,0,
 Kathmandu, Budhanilkantha,1796.8125,25500000.0,6,4,13.0,East,2,3.0
 Kathmandu, Kapurdhara,1369.0,32000000.0,5,5,13.0,East,2,
 Kathmandu, Pepsicola,1454.5625,32000000.0,6,3,30.0,South,2,3.0
 Bhaktapur, Dadikot,1090.921875,11500000.0,0,0,12.0,North,0,
 Kathmandu, Gothatar,855.625,14000000.0,8,0,13.0,West,0,3.0
 Lalitpur, Hattiban,3080.25,49500000.0,0,0,16.0,East,0,
 Kathmandu, Goldhunga,10.0,25000000.0,0,0,15.0,North,0,
 Lalitpur, Imadol,1197.875,30000000.0,9,5,33.0,North West,3,4.0
 Kathmandu, Budhanilkantha,1454.5625,22500000.0,0,3,13.0,East,2,3.0
 Kathmandu, Kadaghari,1711.25,22000000.0,11,0,15.0,West,0,2.0
 Kathmandu, Gothatar,2310.1875,36000000.0,0,0,20.0,South,0,
 Kathmandu, Tahachal,1454.5625,27000000.0,3,4,0.0,North,1,
 Kathmandu, Sitapaila,1711.25,20500000.0,0,0,20.0,West,0,
 Kathmandu, Balaju,1454.5625,12000000.0,0,0,26.0,West,0,
 Kathmandu, Basundhara,1454.5625,19500000.0,0,0,13.0,North,0,
 Lalitpur, Imadol,1197.875,19500000.0,5,3,13.0,North,0,3.0
 Kathmandu, Naikap,2374.359375,29500000.0,5,2,15.0,South,1,3.0
 Kathmandu, Budhanilkantha,1454.5625,23500000.0,0,3,13.0,East,2,3.0
 Lalitpur, Imadol,1090.921875,19000000.0,4,3,10.0,South East,0,3.0
 Kathmandu, Baneshwor,1540.125,33000000.0,0,0,8.0,South,3,3.0
 Kathmandu, Tokha,1540.125,24500000.0,7,3,10.0,South East,0,3.0
 Lalitpur, Sanepa,1026.75,4800000.0,2,1,13.0,West,1,1.0
 Bhaktapur, Changunarayan,2395.75,21500000.0,0,0,15.0,West,0,3.5
 Lalitpur, Dhapakhel,1796.8125,26000000.0,0,0,12.0,South,0,
 Kathmandu, Budhanilkantha,4791.5,51000000.0,5,5,14.0,East,0,2.0
 Lalitpur, Baghdol,1262.046875,19500000.0,4,4,20.0,West,1,2.0
 Kathmandu, Hattigauda,6845.0,90000000.0,6,6,15.0,East,4,3.0
 Kathmandu, Mulpani,3764.75,17500000.0,6,2,20.0,East,1,3.0
 Kathmandu, Manamaiju,855.625,13500000.0,4,3,10.0,East,0,3.0
 Kathmandu, Maharajgunj,3080.25,70000000.0,5,5,13.0,North,0,3.0
 Kathmandu, Bhangal,1454.5625,17900000.0,5,5,14.0,East,1,3.0
 Kathmandu, Bhangal,2395.75,34500000.0,5,5,15.0,South West,2,3.0
 Kathmandu, Basundhara,2395.75,41000000.0,7,6,20.0,East,3,3.0
 Kathmandu, Koteshwor,770.0625,18500000.0,7,4,26.0,East,0,4.0
 Kathmandu, Budhanilkantha,10952.0,105000000.0,5,6,20.0,West,10,3.0
 Kathmandu, Hattigauda,2053.5,36500000.0,9,10,14.0,South,2,5.0
 Kathmandu, Kirtipur,1026.75,15000000.0,0,0,10.0,South,0,
 Kathmandu, Bhangal,1454.5625,21000000.0,5,4,13.0,West,2,2.0
 Kathmandu, Chabahil,2738.0,38000000.0,0,0,14.0,North,0,
 Kathmandu, Tarkeshwor,1369.0,8000000.0,7,3,10.0,West,0,
 Kathmandu, Tokha,1112.3125,17800000.0,5,6,12.0,South,1,3.0
 Kathmandu, Budhanilkantha,1454.5625,21800000.0,5,6,12.0,North East,1,3.0
 Kathmandu, Kalopul,1283.4375,29000000.0,0,0,10.0,West,0,
 Kathmandu, Basundhara,1112.3125,23000000.0,4,3,15.0,South,0,2.0
 Kathmandu, Tinkune,1540.125,37500000.0,0,0,22.0,North,0,
 Kathmandu, Shantinagar,2224.625,42500000.0,6,0,10.0,North,4,3.0
 Kathmandu, Kalimati,598.9375,25000000.0,0,0,9.0,South,0,
 Kathmandu, Balaju,1369.0,22000000.0,0,0,22.0,South,0,
 Lalitpur, Kumaripati,1711.25,76000000.0,0,0,22.0,South East,5,
 Lalitpur, Bhaisepati,1369.0,26000000.0,5,4,13.0,North,0,
 Kathmandu, Sukedhara,1711.25,29800000.0,11,0,13.0,North,0,
 Lalitpur, Patan,342.25,15000000.0,0,0,40.0,West,0,
 Kathmandu, Thali,1026.75,11000000.0,0,0,10.0,West,0,
 Kathmandu, Chandragiri,1219.265625,21000000.0,0,0,15.0,West,0,3.0
 Kathmandu, Budhanilkantha,684.5,115000000.0,0,0,14.0,East,0,3.0
 Kathmandu, Banasthali,1240.65625,22500000.0,0,0,13.0,West,0,2.0
 Lalitpur, Lamatar,1711.25,10000000.0,0,0,12.0,West,0,
 Kathmandu, Bhangal,1369.0,24000000.0,6,6,15.0,North West,1,3.0
 Kathmandu, Bhangal,1369.0,24000000.0,6,6,14.0,South East,1,3.0
 Lalitpur, Harisiddhi,1026.75,12500000.0,0,0,13.0,East,0,2.0
 Kathmandu, Tokha,1369.0,27500000.0,5,3,26.0,South,0,3.0
 Kathmandu, Nepaltar,1369.0,24000000.0,11,3,13.0,North,0,3.0
 Lalitpur, Bhaisepati,1540.125,28500000.0,3,5,18.0,South West,1,3.0
 Kathmandu, Budhanilkantha,3422.5,62000000.0,4,6,15.0,East,4,3.0
 Kathmandu, Hattigauda,1369.0,24500000.0,5,5,30.0,East,1,3.0
 Kathmandu, Basundhara,2053.5,42500000.0,6,6,15.0,South,2,4.0
 Kathmandu, Basundhara,2738.0,45000000.0,6,6,15.0,South West,2,3.0
 Kathmandu, Hattigauda,2481.3125,33000000.0,0,0,18.0,South West,3,
 Kathmandu, Gaushala,3721.96875,80000000.0,0,0,12.0,South,0,
 Lalitpur, Thasikhel,1369.0,46500000.0,0,0,21.0,East,0,2.0
 Kathmandu, Baluwatar,1369.0,34000000.0,5,0,15.0,South,0,3.0
 Kathmandu, Joranku,1026.75,15900000.0,5,3,8.0,West,0,3.0
 Kathmandu, Basundhara,1112.3125,23500000.0,0,0,15.0,East,0,
 Kathmandu, Sukedhara,1369.0,42000000.0,0,0,20.0,North,0,2.5
 Bhaktapur, Bhaktapur,1796.8125,14000000.0,0,0,13.0,West,0,
 Kathmandu, Gurujudhara,1112.3125,8500000.0,2,1,10.0,West,0,1.0
 Lalitpur, Nakkhu,1026.75,18000000.0,4,5,13.0,North,1,3.0
 Lalitpur, Nakkhu,1796.8125,33000000.0,0,0,13.0,North,2,3.0
 Kathmandu, Baluwatar,2738.0,46000000.0,0,0,13.0,South West,0,
 Kathmandu, Kavresthali,1197.875,19000000.0,6,3,0.0,North East,1,3.0
 Kathmandu, Budhanilkantha,1711.25,30500000.0,4,4,15.0,North East,2,3.0
 Kathmandu, Sukedhara,1026.75,21000000.0,6,3,14.0,North,2,2.0
 Lalitpur, Tikathali,1197.875,22500000.0,6,3,12.0,East,1,3.0
 Kathmandu, Budhanilkantha,1347.609375,33000000.0,3,4,20.0,East,1,3.0
 Kathmandu, Kapan,1026.75,10600000.0,2,1,10.0,South,1,1.0
 Lalitpur, Bhaisepati,1900.0,19000000.0,4,5,15.0,East,1,3.0
 Kathmandu, Panipokhari,8.0,55000000.0,0,0,13.0,West,2,3.0
 Kathmandu, Basundhara,1711.25,39000000.0,5,2,14.0,South,0,3.0
 Kathmandu, Budhanilkantha,2181.84375,26000000.0,0,0,16.0,North East,0,
 Kathmandu, Boudha,2395.75,33000000.0,0,0,20.0,East,0,4.0
 Kathmandu, Bhangal,1369.0,24500000.0,0,0,14.0,South East,0,
 Kathmandu, Banasthali,1369.0,25000000.0,6,0,16.0,North East,1,
 Lalitpur, Tikathali,1026.75,16000000.0,0,0,13.0,North,1,0.0
 Kathmandu, Makalbari,1197.875,10500000.0,2,1,12.0,South West,1,1.0
 Kathmandu, Kapan,1026.75,12500000.0,3,3,10.0,North,0,3.0
