Price(Float),Area(In Sq.Feet),Road,Face,Floor,Bedroom,Bathroom,Address,City
23000000,1026.75,13.0,West,2.5,4,4.0,Imadol,Lalitpur
22500000,1026.75,13.0,West,2.5,4,4.0,Imadol,Lalitpur
22000000,1048.14,13.0,East,2.5,4,3.0,Imadol,Lalitpur
24500000,1048.14,13.0,East,3.0,4,5.0,Imadol,Lalitpur
20600000,855.625,13.0,West,2.5,6,3.0,Imadol,Lalitpur
23500000,1026.75,13.0,East,2.5,4,3.0,Imadol,Lalitpur
29000000,1369.0,13.0,South,1.0,1,1.0,Gongabu,Kathmandu
12500000,1026.75,13.0,South,1.0,2,1.0,Kharibot,Kathmandu
33000000,1540.125,13.0,East,3.0,6,3.0,Kapan,Kathmandu
28000000,1369.0,13.0,East,2.5,7,4.0,Kapan,Kathmandu
27000000,1369.0,13.0,East,2.5,5,5.0,Kapan,Kathmandu
26500000,1437.45,13.0,East,2.5,5,5.0,Kapan,Kathmandu
24000000,1197.875,13.0,West,3.5,7,4.0,Kapan,Kathmandu
13900000,1200.0,13.0,North east,1.0,2,1.0,Kapan,Kathmandu
23000000,1300.0,13.0,East,1.0,2,2.0,Imadol,Lalitpur
26500000,1369.0,13.0,East,7.0,1,1.0,kalanki,Kathmandu
32500000,1197.875,13.0,East,1.0,6,1.0,Kadaghari,Kathmandu
21500000,1283.4375,13.0,East,3.0,6,3.0,Kadaghari,Kathmandu
26000000,1540.125,13.0,south,2.5,5,5.0,Jyotinagar,Kathmandu
22500000,1069.53,13.0,East,2.5,5,4.0,Jyotinagar,Kathmandu
30000000,1200.0,13.0,East,3.0,8,3.0,Jorpati,Kathmandu
27000000,1219.26,13.0,South east,2.5,6,3.0,jorpati,Kathmandu
20000000,1197.875,13.0,East,2.0,5,2.0,Jorpati,Kathmandu
27000000,1197.87,13.0,North,2.5,6,3.0,Kageshwori Manohara,Kathmandu
36500000,1155.09,13.0,East,2.5,3,4.0,Khumaltar,Lalitpur
20000000,1026.75,13.0,East,2.5,4,3.0,Imadol,Lalitpur
19500000,900.0,13.0,East,2.5,5,5.0,Imadol,Lalitpur
27500000,1711.25,13.0,East,2.5,7,4.0,Gairigaun,Kathmandu
33000000,1026.75,13.0,West,3.0,5,4.0,Dhungedhara,Kathmandu
32500000,1711.25,13.0,City,2.5,5,5.0,Dhapasi,Kathmandu
32000000,1711.25,13.0,East,2.5,6,5.0,Dhapasi,Kathmandu
29500000,1026.75,13.0,West,2.5,5,3.0,Dhapasi,Kathmandu
29500000,1369.0,13.0,East,2.5,5,4.0,Dhapasi,Kathmandu
35000000,1796.81,13.0,East,3.5,12,7.0,Dhapakhel,Lalitpur
13000000,1026.75,13.0,East,1.0,2,1.0,gokarna,Kathmandu
16500000,1000.0,13.0,South,3.0,8,3.0,Dhalpa,Kathmandu
37500000,1711.25,13.0,South,2.5,5,3.0,Deuba Chowk,Kathmandu
12500000,1048.14,13.0,East,1.5,2,1.0,Darjeeling Height,Bhaktapur
10500000,919.79,13.0,West,3.0,3,2.0,Dadathok,Lalitpur
7500000,1026.75,13.0,North,1.0,2,1.0,Dadathok,Lalitpur
16000000,1060.975,13.0,North,2.0,2,1.0,Chunikhel,Kathmandu
26500000,1711.25,13.0,East,3.5,8,4.0,Chundevi,Bhaktapur
23500000,1390.39,13.0,West,3.0,6,3.0,Chasidol,Lalitpur
36500000,2395.75,13.0,East,2.5,3,3.0,Deuba Chowk,Kathmandu
20000000,1026.75,13.0,North,2.5,4,4.0,Imadol,Lalitpur
50500000,2738.0,13.0,East,2.5,5,5.0,Golfutar,Kathmandu
17500000,1026.75,13.0,East,2.5,4,3.0,Gothatar,Kathmandu
19000000,1026.75,13.0,South,2.5,4,3.0,Imadol,Lalitpur
18500000,1026.75,13.0,South,2.5,4,3.0,Imadol,Lalitpur
18000000,1026.75,13.0,North east,2.5,6,3.0,Imadol,Kathmandu
17200000,1069.53125,13.0,East,2.5,6,3.0,Imadol,Lalitpur
16000000,1112.31,13.0,East,1.0,2,2.0,Imadol,Lalitpur
16000000,500.0,13.0,South west,1.5,2,2.0,Imadol,Lalitpur
13700000,1026.75,13.0,East,1.0,2,1.0,Imadol,Lalitpur
100000000,6502.75,13.0,East,2.5,6,5.0,GOLFUTAR,Kathmandu
34500000,1711.25,13.0,South,2.5,5,4.0,Hattigauda,Kathmandu
33400000,1754.03,13.0,South east,2.5,5,5.0,Hattigauda,Kathmandu
28700000,1403.225,13.0,South,3.5,6,5.0,Hattiban,Lalitpur
26500000,1380.0,13.0,East,3.0,6,5.0,Hattiban,Lalitpur
23500000,1197.87,13.0,South,2.5,5,3.0,Hattiban,Lalitpur
130000000,3800.0,13.0,South,2.5,4,5.0,Hadigaon,Kathmandu
27500000,1369.0,13.0,East,2.5,5,5.0,Greenland,Kathmandu
24000000,1069.53125,13.0,East,2.5,6,3.0,Gothatar,Kathmandu
34000000,2395.75,13.0,South west,2.5,6,4.0,hattigauda,Kathmandu
21000000,1369.0,13.0,West,2.5,7,3.0,Lamatar,Lalitpur
19000000,1000.0,13.0,East,2.5,5,3.0,Lubhu,Lalitpur
52500000,2181.84375,13.0,North East,4.5,20,21.0,Machhapokhari,Kathmandu
19000000,1454.56,13.0,east,2.5,4,4.0,Thaiba,Lalitpur
16000000,3764.75,13.0,North,4.0,1,1.0,Teku,Kathmandu
38000000,1369.0,13.0,North east,4.5,12,5.0,tarksewor,Kathmandu
47500000,1711.25,13.0,East,3.5,8,5.0,Swayambhu,Kathmandu
55100000,3422.5,13.0,East,2.5,5,4.0,Suryabinayak,Bhaktapur
21500000,1026.75,13.0,East,3.5,6,5.0,Suryabinayak,Bhaktapur
42000000,2053.5,13.0,East,2.5,5,5.0,Sukedhara,Kathmandu
9500000,1155.09,13.0,East,1.0,2,1.0,Thankot,Kathmandu
35000000,1369.0,13.0,East,2.5,6,4.0,Sukedhara,Kathmandu
29800000,1711.25,13.0,West,2.5,5,5.0,Sukedhara,Kathmandu
27499999,1197.87,13.0,North east,3.0,7,3.0,SS college,Bhaktapur
30000000,1197.875,13.0,East,2.5,2,2.0,Sitapaila,Kathmandu
27000000,1540.125,13.0,North,2.5,5,4.0,Sitapaila,Kathmandu
25300000,1390.39,13.0,East,2.5,5,5.0,Sitapaila,Kathmandu
15500000,855.625,13.0,South,3.0,5,3.0,sitapaila,Kathmandu
25000000,1026.75,13.0,East,2.5,4,4.0,Sita Pakha,Lalitpur
31800000,1754.03,13.0,south east,2.5,5,5.0,Sukedhara,Kathmandu
15000000,1369.0,13.0,West,1.0,2,1.0,Sirutar,Bhaktapur
14500000,1026.75,13.0,South East,2.5,2,3.0,Thankot,Kathmandu
11200000,1026.75,13.0,East,1.0,2,1.0,Tikathali,Lalitpur
26000000,1369.0,13.0,North east,2.5,5,4.0,Thankot,Kathmandu
25000000,1197.875,13.0,South west,2.5,3,3.0,Tikathali,Lalitpur
25000000,1133.7,13.0,East,2.5,4,4.0,Tikathali,Lalitpur
25000000,1112.3125,13.0,South West,2.5,6,3.0,Tikathali,Lalitpur
25000000,1112.3125,13.0,South,2.5,6,5.0,Tikathali,Lalitpur
24100000,1026.75,13.0,North West,2.5,7,3.0,Tikathali,Lalitpur
23500000,1112.3125,13.0,South East,2.5,5,4.0,Tikathali,Lalitpur
10900000,812.84,13.0,North,1.0,2,1.0,Tikathali,Lalitpur
23000000,1026.75,13.0,East,2.5,4,4.0,Tikathali,Lalitpur
19900000,941.1875,13.0,East,3.0,5,4.0,Tikathali,Lalitpur
18500000,1026.75,13.0,South,2.5,4,2.0,Tikathali,Lalitpur
17200000,1112.3125,13.0,West,1.0,2,1.0,Tikathali,Kathmandu
15500000,1200.0,13.0,South,1.0,2,1.0,Tikathali,Lalitpur
15500000,1112.3125,13.0,North East,1.0,2,1.0,Tikathali,Lalitpur
13000000,919.79,13.0,South,1.0,2,1.0,Tikathali,Lalitpur
12000000,1026.75,13.0,East,1.0,2,2.0,Tikathali,Lalitpur
22500000,1155.09,13.0,South,2.5,4,4.0,Tikathali,Lalitpur
19500000,1026.75,13.0,North,2.5,4,4.0,Shital Height,Lalitpur
15200000,1026.75,13.0,North West,1.0,2,1.0,Schook Chwok,Lalitpur
38000000,1625.68,13.0,West,2.5,6,4.0,Sanothimi,Bhaktapur
23500000,1026.75,13.0,South,2.5,4,4.0,"Near Golbhatta, Imadol",Lalitpur
27500000,1197.87,13.0,East,2.5,5,4.0,Nayabasti,Lalitpur
26000000,1069.53,13.0,North east,2.5,5,4.0,Nayabasti,Lalitpur
29000000,1454.5625,13.0,South East,3.5,7,4.0,Naya Naikap,Kathmandu
22000000,1369.0,13.0,East,2.5,6,4.0,Narayanthan,Kathmandu
3150000000,1369.0,13.0,East,7.0,3,5.0,Narayanthan,Kathmandu
39000000,1197.875,13.0,East,3.5,5,6.0,Nakkhu,Lalitpur
26000000,1048.14,13.0,West,2.5,3,4.0,Near Grande Hospital,Kathmandu
36000000,1454.5625,13.0,South west,2.5,4,5.0,Nakkhu,Lalitpur
22500000,1060.0,13.0,West,3.0,4,4.0,Nakhipot,Lalitpur
27500000,1369.0,13.0,South east,2.5,5,3.0,Naikap,Kathmandu
27500000,1369.0,13.0,East,2.5,6,5.0,Naikap,Kathmandu
26000000,1369.0,13.0,East,2.5,3,3.0,Naikap,Kathmandu
45000000,1369.0,13.0,North East,4.5,20,17.0,Mitranagar,Kathmandu
28000000,1711.25,13.0,East,2.5,6,4.0,Mandikataar,Kathmandu
27000000,1369.0,13.0,East,2.5,5,5.0,Man B Marga,Kathmandu
26500000,1197.875,13.0,North,3.0,5,4.0,Nakhipot,Lalitpur
27500000,1197.87,13.0,South east,1.0,3,3.0,"Paradise Colony, Bhangal",Kathmandu
23000000,350.8,13.0,South,4.0,1,5.0,Pasikot,Kathmandu
32000000,2053.5,13.0,South east,2.5,5,4.0,Pasikot,Kathmandu
18500000,1197.875,13.0,East,2.5,5,3.0,Sanogaun,Lalitpur
37000000,1026.75,13.0,East,3.5,6,3.0,Sankhamul,Kathmandu
77000000,3080.25,13.0,East,2.5,6,4.0,Sanepa,Kathmandu
32500000,1369.0,13.0,East,2.5,5,4.0,Sanagaun,Lalitpur
28000000,1967.93,13.0,East,2.5,5,3.0,Sanagaun,Lalitpur
16000000,1091.7775,13.0,North,1.0,2,1.0,Sanagaun,Lalitpur
34500000,1026.75,13.0,East,2.5,4,4.0,Samakhusi,Kathmandu
32000000,1369.0,13.0,East,2.5,6,5.0,Samakhusi,Kathmandu
25000000,1369.0,13.0,North west,2.5,6,3.0,Sallaghari,Bhaktapur
21500000,855.625,13.0,West,2.5,5,3.0,Saibu,Lalitpur
85000000,3764.75,13.0,South,3.0,7,5.0,Rudreshwor,Kathmandu
42500000,2738.0,13.0,East,2.5,5,5.0,Rudreshwor,Kathmandu
19000000,1197.875,13.0,South,2.5,2,4.0,Ramkot,Kathmandu
28100000,1026.75,13.0,North,3.0,5,4.0,Rajkulo,Lalitpur
20800000,1060.975,13.0,North,3.0,5,5.0,Rajkulo,Lalitpur
25500000,1454.5625,13.0,West,2.5,6,4.0,Pepsicola,Kathmandu
36000000,1711.25,13.0,North east,2.5,6,5.0,Pasikot height,Kathmandu
32000000,1026.75,13.0,South west,2.5,4,5.0,Chappal karkhana,Kathmandu
31000000,1711.25,13.0,City,2.5,4,5.0,Chapali,Kathmandu
18000000,1026.75,13.0,North west,2.5,4,3.0,Changathali,Lalitpur
29500000,1369.0,13.0,East,2.5,5,4.0,Chabahil,Kathmandu
27800000,1711.25,13.0,East,3.0,6,3.0,Mandikatar,Kathmandu
13500000,1112.3125,13.0,South East,3.0,4,3.0,Pepsicola,Kathmandu
18000000,1026.75,13.0,East,3.0,6,4.0,Golfutar,Kathmandu
27000000,2053.5,13.0,North,3.0,16,3.0,Lokanthali,Bhaktapur
62000000,2738.0,13.0,East,3.0,7,7.0,Dhumbarahi,Kathmandu
21500000,1454.5625,13.0,South,3.0,5,5.0,Bhangal,Kathmandu
19900000,1112.3125,13.0,South East,3.0,6,4.0,Mandikatar,Kathmandu
65000000,5133.75,13.0,South East,3.0,5,5.0,Budhanilkantha,Kathmandu
23000000,1369.0,13.0,East,3.0,6,5.0,Tokha,Kathmandu
36000000,2139.0625,13.0,East,3.0,5,5.0,Ekatabasti,Kathmandu
20600000,1112.3125,13.0,North East,3.0,5,3.0,Swayambhu,Kathmandu
29900000,1369.0,13.0,South East,3.0,7,7.0,Ekatabasti,Kathmandu
29900000,1369.0,13.0,South West,3.0,7,5.0,Ekatabasti,Kathmandu
60000000,2053.5,13.0,North East,3.0,5,5.0,Baluwatar,Kathmandu
25500000,1454.5625,13.0,East,3.0,5,6.0,Dhapasi,Kathmandu
26000000,1197.875,13.0,North,2.5,4,3.0,Gongabu,Kathmandu
18000000,1112.3125,13.0,North,3.0,4,4.0,Sitapaila,Kathmandu
23700000,7101.6875,13.0,South West,3.0,3,4.0,Thulo Bharyang,Kathmandu
25000000,1026.75,13.0,North,4.0,7,5.0,Balaju,Kathmandu
21500000,1454.5625,13.0,East,3.0,5,5.0,Bhangal,Kathmandu
27500000,1454.5625,13.0,South,3.0,10,3.0,Budhanilkantha,Kathmandu
12500000,1026.75,13.0,North East,1.0,3,1.0,Kadaghari,Kathmandu
14200000,1112.3125,13.0,West,2.0,4,2.0,Tokha,Kathmandu
18000000,1026.75,13.0,North,3.0,4,5.0,Nakkhu,Lalitpur
24000000,1369.0,13.0,North,3.0,11,3.0,Nepaltar,Kathmandu
21000000,1454.5625,13.0,West,2.0,5,4.0,Bhangal,Kathmandu
70000000,3080.25,13.0,North,3.0,5,5.0,Maharajgunj,Kathmandu
28000000,1711.25,13.0,South,3.0,2,4.0,Basbari,Kathmandu
4800000,1026.75,13.0,West,1.0,2,1.0,Sanepa,Lalitpur
25500000,1796.8125,13.0,East,3.0,6,4.0,Budhanilkantha,Kathmandu
24900000,1369.0,13.0,South East,3.0,6,3.0,Imadol,Lalitpur
27500000,1369.0,13.0,West,3.0,6,3.0,Samakhusi,Kathmandu
22500000,1026.75,13.0,South,3.0,9,4.0,Samakhusi,Kathmandu
115000000,6160.5,13.0,North East,3.0,4,4.0,Basbari,Kathmandu
19000000,1390.390625,13.0,East,3.0,4,4.0,Thaiba,Lalitpur
17000000,1369.0,13.0,West,2.0,3,2.0,Tikathali,Lalitpur
19500000,1197.875,13.0,North,3.0,5,3.0,Imadol,Lalitpur
35500000,2139.0625,13.0,North West,3.0,5,5.0,Hattigauda,Kathmandu
45000000,3165.8125,13.0,East,3.0,6,6.0,Hattigauda,Kathmandu
19700000,1454.5625,13.0,South,3.0,4,4.0,Imadol,Lalitpur
27600000,1369.0,13.0,East,3.0,7,6.0,Mandikatar,Kathmandu
235000000,1026.75,13.0,East,3.0,5,5.0,Sano Bharyang,Kathmandu
23500000,7443.9375,13.0,West,3.0,4,4.0,Imadol,Lalitpur
60000000,2139.0625,13.0,East,4.0,5,6.0,Baluwatar,Kathmandu
23000000,1369.0,13.0,West,3.0,5,5.0,Bhangal,Kathmandu
11000000,1026.75,13.0,East,1.5,2,1.0,Tikathali,Lalitpur
61000000,3764.75,13.0,East,4.0,12,8.0,Samakhusi,Kathmandu
18000000,1112.3125,13.0,North,3.0,5,5.0,Budhanilkantha,Kathmandu
43500000,2652.4375,13.0,West,3.0,7,3.0,Shantinagar,Kathmandu
60000000,2053.5,13.0,South,2.5,5,5.0,Baluwatar,Kathmandu
16000000,1026.75,13.0,East,2.5,5,3.0,Tinthana,Kathmandu
24000000,1711.25,13.0,South East,4.0,7,8.0,Chapali,Kathmandu
26000000,1711.25,13.0,North,3.0,11,9.0,Satungal,Kathmandu
32500000,1369.0,13.0,East,3.0,5,5.0,Budhanilkantha,Kathmandu
23500000,1026.75,13.0,East,3.0,6,5.0,Swayambhu,Kathmandu
45000000,2053.5,13.0,North East,3.0,5,6.0,Budhanilkantha,Kathmandu
23500000,1369.0,13.0,West,3.0,6,4.0,Imadol,Lalitpur
28500000,1647.078125,13.0,South East,3.0,5,4.0,Bhaisepati,Lalitpur
42000000,3165.8125,13.0,East,3.0,7,6.0,Chapali,Kathmandu
21000000,1048.140625,13.0,South,2.5,3,2.0,Gwarko,Lalitpur
11500000,1369.0,13.0,North East,1.0,2,1.0,Tarakeshwar,Kathmandu
17000000,1026.75,13.0,South,2.5,8,3.0,Imadol,Lalitpur
17000000,1155.09375,13.0,South,2.5,4,3.0,Imadol,Lalitpur
17500000,1069.53125,13.0,South East,2.5,5,3.0,Imadol,Lalitpur
35000000,7786.1875,13.0,East,3.0,6,5.0,Samakhusi,Kathmandu
37500000,7443.9375,13.0,East,3.0,6,6.0,Samakhusi,Kathmandu
25000000,1454.5625,13.0,South,3.0,6,5.0,Grande Villa,Kathmandu
29000000,1369.0,13.0,South,3.0,6,5.0,Tokha,Kathmandu
23000000,1454.5625,13.0,North West,3.0,6,5.0,Samakhusi,Kathmandu
20000000,1197.875,13.0,North,2.5,6,3.0,Imadol,Lalitpur
22000000,1540.125,13.0,South,3.5,7,4.0,Imadol,Lalitpur
36000000,2053.5,13.0,East,3.0,5,5.0,Budhanilkantha,Kathmandu
33500000,2139.0625,13.0,North West,3.0,5,5.0,Hattigauda,Kathmandu
18200000,1197.875,13.0,East,3.0,5,5.0,Kapan,Kathmandu
49000000,3165.8125,13.0,West,3.0,5,5.0,Budhanilkantha,Kathmandu
45000000,2053.5,13.0,North,3.0,5,5.0,Hattigauda,Kathmandu
21000000,1026.75,13.0,East,3.0,6,6.0,Tokha,Kathmandu
32000000,1796.8125,13.0,South East,3.0,5,4.0,Budhanilkantha,Kathmandu
20500000,1283.4375,13.0,East,2.5,4,4.0,Sitapaila,Kathmandu
17000000,1112.3125,13.0,East,3.0,4,3.0,Dhapasi,Kathmandu
25000000,1369.0,13.0,East,3.0,4,3.0,Bhangal,Kathmandu
44000000,1711.25,13.0,South east,2.5,1,1.0,Bhaisepati,Lalitpur
28500000,1411.78,13.0,East,2.5,6,4.0,Bhaisepati,Lalitpur
35000000,1882.375,13.0,East,2.5,2,1.0,Basundhara,Kathmandu
31000000,1711.25,13.0,South west,2.5,5,3.0,Basundhara,Kathmandu
25000000,1369.0,13.0,South east,3.5,6,4.0,BASUNDHARA,Kathmandu
110000000,6845.0,13.0,East,2.5,6,5.0,Bansbari,Kathmandu
23500000,1129.425,13.0,East,3.0,7,5.0,Baniyatar,Kathmandu
16500000,1197.875,13.0,South west,2.5,5,4.0,bhangal,Kathmandu
45000000,1497.34,13.0,North,3.0,7,5.0,Banasthali,Kathmandu
55000000,1745.475,13.0,North east,2.5,6,5.0,Baluwatar,Kathmandu
22500000,1026.75,13.0,West,3.5,7,1.0,Balkumari,Lalitpur
75000000,3422.5,13.0,East,3.5,6,5.0,Balkot 2,Bhaktapur
28000000,1582.9,13.0,East,4.0,8,5.0,Balkot,Bhaktapur
27500000,1155.09375,13.0,West,2.5,4,4.0,Balkot,Bhaktapur
26000000,1540.125,13.0,East,2.5,4,3.0,Balaju,Kathmandu
27500000,1369.0,13.0,South,3.0,3,5.0,Aryal-Gaun,Kathmandu
27500000,1369.0,13.0,South,2.5,5,5.0,Banasthali,Kathmandu
95500000,3935.875,13.0,East,3.0,7,4.0,Anamnagar,Kathmandu
22000000,1069.53,13.0,East,2.5,7,5.0,bhangal,Kathmandu
23800000,1454.56,13.0,East,2.5,5,5.0,Bhangal,Kathmandu
23500000,1069.53125,13.0,North East,2.5,5,3.0,Chabahil,Kathmandu
85000000,3764.75,13.0,South East,2.5,6,4.0,Budhanilkantha,Kathmandu
60000000,3764.75,13.0,East,3.0,6,5.0,Budhanilkantha,Kathmandu
55000000,2566.875,13.0,North east,2.5,5,5.0,Budhanilkantha,Kathmandu
49500000,1967.9375,13.0,South,2.5,5,5.0,Budhanilkantha,Kathmandu
30000000,1711.25,13.0,South West,2.5,5,4.0,Budhanilkantha,Kathmandu
28000000,1026.75,13.0,South,2.5,4,4.0,Budhanilkantha,Kathmandu
23000000,1197.87,13.0,East,1.0,4,3.0,Bhangal,Kathmandu
41500000,1745.475,13.0,West,2.5,6,5.0,Budda colony,Kathmandu
27500000,1155.09375,13.0,North West,3.0,6,4.0,Boje Pokhari,Lalitpur
45500000,2053.5,13.0,North East,4.5,13,7.0,Bode,Bhaktapur
28000000,1369.0,13.0,North West,2.5,6,3.0,Bode,Bhaktapur
18500000,1155.09375,13.0,East,2.5,3,3.0,Bode,Bhaktapur
24000000,1048.140625,13.0,South West,2.5,6,3.0,Birendra Chowk,Kathmandu
18000000,1069.53,13.0,South,2.5,6,3.0,Bhatkepati,Kathmandu
35000000,2053.5,13.0,west,2.5,6,4.0,Bhangal,Kathmandu
27000000,1369.0,13.0,East,3.5,4,4.0,Boudha,Kathmandu
42000000,2566.87,13.0,North East,3.0,6,2.5,Nainatole,Kathmandu
25500000,1155.09,13.0,North West,5.0,3,2.5,Basundhara,Kathmandu
33000000,1925.15,13.0,North,2.5,5,3.0,Kalanki,Kathmandu
18500000,1197.875,13.0,West,2.5,5,2.0,Imadol,Lalitpur
29500000,1369.0,13.0,East,2.0,4,3.0,Tokha,Kathmandu
39000000,1369.0,13.0,East,3.0,6,5.0,Old Baneshwor,Kathmandu
32500000,1369.0,13.0,South,3.0,5,4.0,Budhanilkantha,Kathmandu
24000000,1283.4375,13.0,East,2.0,5,3.0,Kapan,Kathmandu
18000000,1625.6875,13.0,South,3.0,6,3.0,Kapan,Kathmandu
25000000,1540.125,13.0,East,2.0,3,4.0,Nakhundol,Lalitpur
19500000,1197.875,13.0,East,2.5,5,3.0,Imadol,Lalitpur
58500000,3080.25,13.0,East,3.0,5,5.0,Khumaltar,Lalitpur
25500000,1475.953125,13.0,East,3.0,5,4.0,Sitapaila,Kathmandu
14500000,1775.421875,13.0,South East,2.0,4,3.0,Lubhu,Lalitpur
27500000,1775.421875,13.0,South East,3.0,6,4.0,Sunderbasti,Kathmandu
25000000,1625.6875,13.0,South,3.0,4,3.0,Dhapakhel,Lalitpur
16000000,1026.75,13.0,South East,3.0,4,4.0,Imadol,Lalitpur
24000000,1197.875,13.0,East,3.0,10,6.0,Pepsicola,Kathmandu
36000000,1197.875,13.0,South East,3.5,6,4.0,Kadaghari,Kathmandu
25000000,2738.0,13.0,West,3.0,4,3.0,Budhanilkantha,Kathmandu
11000000,941.1875,13.0,East,1.0,2,1.0,Imadol,Lalitpur
38500000,1925.15625,13.0,North West,3.0,4,4.0,Kusunti,Lalitpur
100000000,4620.375,13.0,South,4.0,8,9.0,Ghattekulo,Kathmandu
30000000,1625.68,13.0,West,3.5,7,4.0,Surya Darshan height,Kathmandu
67000000,2481.31,13.0,West,2.5,5,5.0,Basundhara,Kathmandu
40000000,1668.46,13.0,West,2.5,5,3.0,Mandikatar,Kathmandu
61500000,2053.5,13.0,South,2.5,5,5.0,Chapali Bhadrakali.,Kathmandu
43500000,2224.62,13.0,North West,3.5,4,5.0,Madikhatar Tennis Court,Kathmandu
72500000,3422.5,13.0,North East,2.5,6,4.0,Maharajgunj,Kathmandu
38000000,2310.18,13.0,East,3.5,9,7.0,Lamathumki,Kathmandu
34000000,1369.0,13.0,East,3.5,6,5.0,Banasthali,Kathmandu
60000000,3080.25,13.0,East,3.5,6,6.0,Balkumari,Lalitpur
12000000,1112.3125,13.0,North East,2.0,4,2.0,Sitapaila,Kathmandu
62500000,5133.75,13.0,West,3.0,5,4.0,Budhanilkantha,Kathmandu
25000000,3000.0,13.0,South East,4.0,3,4.0,Tripureshwor,Kathmandu
19500000,1197.875,13.0,East,3.0,5,3.0,Sunderbasti,Kathmandu
14200000,1240.65625,13.0,North West,2.0,5,2.0,Balaju,Kathmandu
70000000,3422.5,13.0,South West,3.0,5,5.0,Bhaisepati,Lalitpur
30000000,1369.0,13.0,North,3.0,4,4.0,Sanepa,Lalitpur
41000000,2823.5625,13.0,East,2.0,5,4.0,Budhanilkantha,Kathmandu
37500000,2139.0625,13.0,South West,4.0,6,5.0,Khumaltar,Lalitpur
26500000,1369.0,13.0,East,3.0,6,3.0,Kageshwori Manohara,Kathmandu
35000000,1882.375,13.0,South east,3.0,5,4.0,United colony,Lalitpur
29000000,1112.3125,13.0,West,2.5,6,4.0,Hattiban,Lalitpur
25000000,1095.2,13.0,South,2.5,6,2.0,Syuchatar,Kathmandu
70000000,3422.5,13.0,South,4.5,13,9.0,Satdobato,Lalitpur
23500000,1026.75,13.0,East,2.5,5,3.0,Imadol,Lalitpur
27000000,1060.975,13.0,South,3.0,5,4.0,Gwarko,Lalitpur
28000000,1026.75,13.0,North,3.5,8,4.0,Lokanthali,Bhaktapur
27000000,1129.425,13.0,East,2.5,6,4.0,Dhapakhel,Lalitpur
36500000,2121.95,13.0,North East,3.0,4,3.0,Hattigaunda,Kathmandu
33500000,1711.25,13.0,East,2.5,5,3.0,Bhaisepati,Lalitpur
25000000,1369.0,13.0,North West,2.5,6,3.0,Sallaghari,Bhaktapur
27500000,1369.0,13.0,South,2.5,5,6.0,Dhungedhara,Kathmandu
49000000,1745.475,13.0,East,2.5,5,6.0,Rudreshwor,Kathmandu
41000000,1779.7,13.0,South West,3.0,5,4.0,Wasik,Kathmandu
32500000,1369.0,13.0,East,2.5,11,2.0,Gaushala,Kathmandu
23500000,1060.975,13.0,North,2.5,3,4.0,Imadol,Lalitpur
26000000,1129.425,13.0,North East,2.5,5,3.0,Imadol,Lalitpur
50000000,2395.75,13.0,South,2.5,4,4.0,Bansbari,Kathmandu
33000000,1437.45,13.0,South East,2.5,8,6.0,Sanagaun,Lalitpur
33000000,2053.5,13.0,South East,2.5,6,4.0,Pasikot,Kathmandu
40500000,1882.375,13.0,North East,2.0,4,3.0,Kusunti,Lalitpur
115000000,6160.5,13.0,South West,2.5,5,4.0,Budhanilkantha,Kathmandu
13000000,1026.75,13.0,East,1.0,2,1.0,Gorkarneshwor,Kathmandu
80000000,3422.5,13.0,West,3.0,6,5.0,Tripureshwor,Kathmandu
31500000,1711.25,13.0,East,2.5,5,5.0,Sitapaila,Kathmandu
59500000,2053.5,13.0,South,3.0,5,5.0,Rudreshwor,Kathmandu
29900000,1095.2,13.0,South East,3.5,5,5.0,Megha City,Kathmandu
13500000,1026.75,13.0,East,1.0,2,1.0,Dhaneshwor,Kathmandu
70000000,3148.7,13.0,East,2.5,3,4.0,Bafal,Kathmandu
37500000,1369.0,13.0,East,3.0,6,4.0,Dhapasi,Kathmandu
38000000,1129.425,13.0,East,3.0,4,4.0,Bhaisepati,Lalitpur
39500000,1711.25,13.0,East,2.5,4,4.0,Nakkhu,Lalitpur
45000000,1711.25,13.0,North,3.0,6,4.0,Hattigaunda,Kathmandu
45000000,1471.675,13.0,South,2.5,5,4.0,Deuwa chowk,Kathmandu
6500000,9240.75,13.0,South,2.5,6,5.0,Mandikhatar,Kathmandu
25000000,1369.0,13.0,East,2.5,6,3.0,Sai Baba chowk,Kathmandu
12500000,8214.0,13.0,South East,3.0,8,6.0,Charkhal,Kathmandu
35000000,27380.0,13.0,West,3.5,7,4.0,Jarankhu,Kathmandu
28000000,1129.425,13.0,North East,3.0,5,3.0,Chapali,Kathmandu
27000000,1095.2,13.0,North,2.5,6,3.0,Kadaghari,Kathmandu
40000000,2395.75,13.0,North East,2.5,4,4.0,Saraswotinagar,Kathmandu
26000000,1026.75,13.0,East,2.5,4,3.0,Satdobato,Lalitpur
53500000,2738.0,13.0,West,2.5,13,5.0,Budhanilkantha,Kathmandu
30000000,21904.0,13.0,South,3.0,6,3.0,Rai Chowk,Kathmandu
48000000,2806.45,13.0,North East,3.0,7,5.0,Purano Naikap,Kathmandu
27000000,1060.975,13.0,South East,2.5,6,3.0,Besigaun,Kathmandu
39000000,1711.25,13.0,North East,2.5,5,3.0,Sundarbasti,Kathmandu
95000000,3422.5,13.0,South,2.5,5,4.0,Battisputali,Kathmandu
